address,neighborhood,list_price,lat,lon,estimator_low,estimator_final,estimator_high,estimator_range,delta_list_minus_estimator,delta_estimator_minus_list,confidence_score,confidence_label,error
7622 153 ST NW,Rio Terrace Neighbourhood,699000.0,53.5100101,-113.5847077,418675.98,527874.4,637072.82,218396.83999999997,171125.59999999998,-171125.59999999998,99.0,high,
15504 RIO TERRACE DR NW,Rio Terrace Neighbourhood,1299000.0,53.5046152,-113.5887466,623393.69,820254.86,1017116.03,393722.3400000001,478745.14,-478745.14,99.0,high,
7305B 155 ST NW,Rio Terrace Neighbourhood,1479900.0,53.507468,-113.5890706,468404.59,578637.15,688869.71,220465.11999999994,901262.85,-901262.85,99.0,high,
15414 RIO TERRACE DR NW,Rio Terrace Neighbourhood,649900.0,53.5049507,-113.5877202,454813.21,598438.43,742063.65,287250.44,51461.56999999995,-51461.56999999995,99.0,high,
#4 9835 82 AV NW,Ritchie,224900.0,53.5178109,-113.4843599,58339.45,76762.44,95185.43,36845.979999999996,148137.56,-148137.56,99.0,high,
9828 78 AV NW,Ritchie,506400.0,53.5143736,-113.4842904,387509.55,509880.99,632252.43,244742.88000000006,-3480.9899999999907,3480.9899999999907,99.0,high,
#501 7905 96 ST NW,Ritchie,559900.0,53.5153193,-113.4761218,257604.27,338952.99,420301.71,162697.44000000003,220947.01,-220947.01,99.0,high,
#409 7839 96 ST NW,Ritchie,335000.0,53.5148225,-113.4761038,257909.4,339354.47,420799.54,162890.13999999998,-4354.469999999972,4354.469999999972,87.0,high,
#145 10121 80 AV NW,Ritchie,202600.0,53.5157075,-113.4929152,163366.27,214041.61,264716.95,101350.68000000002,-11441.609999999986,11441.609999999986,99.0,high,
9738 75 AV NW,Ritchie,1050000.0,53.5115963,-113.4817396,657064.18,864558.13,1072052.08,414987.9,185441.87,-185441.87,99.0,high,
9140 74 AV NW,Ritchie,1499900.0,53.5103902,-113.4696896,381371.97,501805.22,622238.47,240866.5,998094.78,-998094.78,99.0,high,
#303 7839 96 ST NW,Ritchie,344900.0,53.5148225,-113.4761038,257909.4,339354.47,420799.54,162890.13999999998,5545.530000000028,-5545.530000000028,87.0,high,
#432 10121 80 AV North West NW,Ritchie,215000.0,53.5156492,-113.4923952,163405.59,214093.12,264780.65,101375.06000000003,906.8800000000047,-906.8800000000047,99.0,high,
#121 10121 80 AV NW,Ritchie,229900.0,53.5157075,-113.4929152,163366.27,214041.61,264716.95,101350.68000000002,15858.390000000014,-15858.390000000014,99.0,high,
19732 28 AV NW,Kameyosek,509900.0,53.4584335,-113.4370871,8732995.73,11490783.86,14248571.99,5515576.26,-10980883.86,10980883.86,87.0,high,
1015 EAST BEND NW,Edgemont,525000.0,53.4741917,-113.6634579,351814.28,461832.07,571849.86,220035.57999999996,63167.92999999999,-63167.92999999999,99.0,high,
128 WEAVER DR NW,Wedgewood Heights,969900.0,53.47903,-113.6436831,638361.66,806423.16,974484.66,336123.0,163476.83999999997,-163476.83999999997,99.0,high,
#211 5029 EDGEMONT BV NW,Edgemont,398000.0,53.4675558,-113.679499,425660.29,495270.42,564880.55,139220.26000000007,-97270.41999999998,97270.41999999998,99.0,high,
304 CALDWELL CL NW,Cameron Heights,825000.0,53.4704795,-113.6332809,657896.57,770643.45,883390.33,225493.76,54356.55000000005,-54356.55000000005,99.0,high,
1211 HEWGILL PL NW,Henderson Estates,1425000.0,53.4718797,-113.6011354,727979.25,871016.4,1014053.55,286074.30000000005,553983.6,-553983.6,99.0,high,
310 CALDWELL CL NW,Cameron Heights,799900.0,53.4707367,-113.6337467,578924.54,761742.81,944561.08,365636.5399999999,38157.189999999944,-38157.189999999944,99.0,high,
20119 29 AV NW,Silver Berry,700000.0,53.4594573,-113.3904544,433353.56,520538.95,607724.34,174370.77999999997,179461.05,-179461.05,99.0,high,
2604 202 ST NW,Trumpeter,688000.0,53.590681,-113.6677729,464413.6,594264.22,724114.84,259701.24,93735.78000000003,-93735.78000000003,99.0,high,
18940 28 AV NW,Kameyosek,469999.0,53.4584335,-113.4370871,8732995.73,11490783.86,14248571.99,5515576.26,-11020784.86,11020784.86,87.0,high,
10327 150 ST NW,Canora,395900.0,53.5455309,-113.5794439,271896.87,353023.25,434149.63,162252.76,42876.75,-42876.75,99.0,high,
10329 150 ST NW,Canora,393200.0,53.5455924,-113.5794438,234364.79,308374.72,382384.65,148019.86000000002,84825.28000000003,-84825.28000000003,99.0,high,
#307 9504 182 ST NW NW,La Perle,205000.0,53.5299197,-113.6388364,154215.28,188559.22,222903.16,68687.88,16440.78,-16440.78,99.0,high,
#506 9929 113 ST NW,Twin Brooks,185000.0,53.4423691,-113.524812,331401.47,411695.94,491990.41,160588.94,-226695.94,226695.94,87.0,high,
#313 6084 Stanton DR SW,Summerside,220000.0,53.4224586,-113.4547107,337871.6,399218.12,460564.64,122693.04000000004,-179218.12,179218.12,99.0,high,
#303 9828 112 ST NW,Government Centre,368500.0,53.5366026,-113.5147135,212758.44,275855.64,338952.84,126194.40000000002,92644.35999999999,-92644.35999999999,96.5,high,
11641 73 AV NW,Belgravia,1249980.0,53.5083549,-113.5339944,407887.52,536694.1,665500.68,257613.16000000003,713285.9,-713285.9,99.0,high,
#108 11650 79 AV NW,Belgravia,485000.0,53.5158143,-113.5325514,408328.3,514044.23,619760.16,211431.86000000004,-29044.22999999998,29044.22999999998,99.0,high,
#1102 11503 100 AV NW,Government Centre,499800.0,53.5387499,-113.5197204,427.9,587.78,747.66,319.76,499212.22,-499212.22,96.5,high,
#2304 10152 104 ST NW,Downtown,297000.0,53.5420401,-113.4994002,204171.58,268646.81,333122.04,128950.45999999999,28353.190000000002,-28353.190000000002,99.0,high,
91 HEARTHSTONE NW,Brander Gardens,389900.0,53.4958191,-113.5800155,329958.67,395267.52,460576.37,130617.70000000001,-5367.520000000019,5367.520000000019,99.0,high,
#118 5730 RIVERBEND RD NW,Brander Gardens,108854.0,53.4950257,-113.5785318,110519.96,136062.93,161605.9,51085.93999999999,-27208.929999999993,27208.929999999993,87.0,high,
#124 5730 RIVERBEND RD NW,Brander Gardens,127900.0,53.4950257,-113.5785318,110519.96,136062.93,161605.9,51085.93999999999,-8162.929999999993,8162.929999999993,87.0,high,
4 Wolf CR NW NW,Westridge,739900.0,53.5051716,-113.59928,573409.67,699745.55,826081.43,252671.76,40154.44999999995,-40154.44999999995,99.0,high,
5704 144 ST NW,Brookside,755000.0,53.4950139,-113.5700364,481598.57,607347.31,733096.05,251497.48000000004,147652.68999999994,-147652.68999999994,99.0,high,
206 WOLF WILLOW CR NW,Westridge,1099000.0,53.5033759,-113.5955819,595529.81,783591.85,971653.89,376124.07999999996,315408.15,-315408.15,99.0,high,
#120 5730 RIVERBEND RD NW,Brander Gardens,129900.0,53.4950257,-113.5785318,110519.96,136062.93,161605.9,51085.93999999999,-6162.929999999993,6162.929999999993,87.0,high,
100 WOLF WILLOW CR NW,Westridge,1359900.0,53.5033231,-113.5981837,695569.83,904145.26,1112720.69,417150.86,455754.74,-455754.74,99.0,high,
#807 10055 118 ST NW,Greenfield,272000.0,53.4750326,-113.5377021,426503.32,523589.34,620675.36,194172.03999999998,-251589.34000000003,251589.34000000003,99.0,high,
#213 10309 107 ST NW,Downtown,290000.0,53.544846,-113.5045632,219190.65,288408.75,357626.85,138436.19999999998,1591.25,-1591.25,99.0,high,
#704 9715 110 ST NW,Government Centre,199900.0,53.5347394,-113.5098526,117464.0,161351.65,205239.3,87775.29999999999,38548.350000000006,-38548.350000000006,96.5,high,
#1105 9809 110 ST NW,Spruce Avenue,249900.0,53.5621631,-113.509367,10478502.64,13787503.48,17096504.32,6618001.68,-13537603.48,13537603.48,87.0,high,
9813 152 ST NW,West Jasper Place (Neighbourhood),559000.0,53.5366071,-113.5829853,358299.12,471446.21,584593.3,226294.18000000005,87553.78999999998,-87553.78999999998,99.0,high,
11138 65 ST NW NW,Highlands,348800.0,53.5639716,-113.4376748,629422.96,828188.1,1026953.24,397530.28,-479388.1,479388.1,99.0,high,
10222 73 ST NW,Terrace Heights,592500.0,53.5440017,-113.4402899,377797.06,497101.39,616405.72,238608.65999999997,95398.60999999999,-95398.60999999999,99.0,high,
10316 42 ST E NW,River Valley Gold Bar,459900.0,53.5453456,-113.4088154,388404.66,497621.09,606837.52,218432.86000000004,-37721.090000000026,37721.090000000026,99.0,high,
10336 80 ST NW,Forest Heights,575000.0,53.5458569,-113.4512995,388186.82,510772.13,633357.44,245170.61999999994,64227.869999999995,-64227.869999999995,99.0,high,
#401 11218 80 ST NW,Cromdale,129900.0,53.5619159,-113.4644029,136217.96,162623.63,189029.3,52811.34,-32723.630000000005,32723.630000000005,99.0,high,
11116 52 ST NW NW,Highlands,499000.0,53.5659642,-113.421939,341690.52,449592.79,557495.06,215804.54000000004,49407.21000000002,-49407.21000000002,99.0,high,
10532 47 ST NW,Gold Bar,499900.0,53.5499728,-113.4156907,393326.62,489135.85,584945.08,191618.45999999996,10764.150000000023,-10764.150000000023,99.0,high,
3613 113 AV NW,Beverly Heights,419900.0,53.5657653,-113.3976042,278230.66,366092.98,453955.3,175724.64,53807.02000000002,-53807.02000000002,99.0,high,
6503 106A AV NW,Capilano,465000.0,53.5501949,-113.4315337,376837.73,470756.94,564676.15,187838.42000000004,-5756.940000000002,5756.940000000002,99.0,high,
10720 65 ST NW,Fulton Place,1150000.0,53.5479744,-113.4312604,406075.01,479072.85,552070.69,145995.67999999993,670927.15,-670927.15,99.0,high,
11343 67 ST NW,Highlands,530000.0,53.5668309,-113.4421715,332441.5,437423.02,542404.54,209963.04000000004,92576.97999999998,-92576.97999999998,99.0,high,
6811 Fulton Dr NW,Fulton Place,499900.0,53.5458558,-113.4356565,537153.8,706781.31,876408.82,339255.0199999999,-206881.31000000006,206881.31000000006,99.0,high,
13222 83 ST NW,Idylwylde,293900.0,53.5248708,-113.457046,2027453.08,2667701.42,3307949.76,1280496.6799999997,-2373801.42,2373801.42,87.0,high,
14212 30 ST NW,Hairsine,465560.0,53.6064114,-113.3852962,298680.91,353819.91,408958.91,110278.0,111740.09000000003,-111740.09000000003,99.0,high,
32 HABITAT CR NW,Homesteader,258900.0,53.5896429,-113.4129658,889.1,1169.87,1450.64,561.5400000000001,257730.13,-257730.13,87.0,high,
#120 13635 34 ST NW,Edmonton Energy And Technology Park,164900.0,53.7027377,-113.3821954,35352.72,46516.74,57680.76,22328.04,118383.26000000001,-118383.26000000001,87.0,high,
13111 82 ST NW,Yellowhead Corridor East,389900.0,53.5839906,-113.4674156,846482.01,1162750.02,1479018.03,632536.02,-772850.02,772850.02,79.0,medium,
13041 82 ST NW,Crystallina Nera West,250000.0,53.6415739,-113.4662097,25817557.7,33970470.66,42123383.62,16305825.919999998,-33720470.66,33720470.66,87.0,high,
12327 45 ST NW,Weinlos,430000.0,53.4571977,-113.4098476,293048.7,385590.39,478132.08,185083.38,44409.609999999986,-44409.609999999986,99.0,high,
12202 45 ST NW,Beacon Heights,395000.0,53.576779,-113.4108335,261238.43,343734.78,426231.13,164992.7,51265.21999999997,-51265.21999999997,99.0,high,
3422 138A AV NW NW,Hairsine,349900.0,53.6015662,-113.3945054,300069.8,353708.06,407346.32,107276.52000000002,-3808.0599999999977,3808.0599999999977,99.0,high,
#10 13833 30 ST NW,Hairsine,259000.0,53.6019852,-113.3880685,200362.89,233757.16,267151.43,66788.53999999998,25242.839999999997,-25242.839999999997,99.0,high,
12823 81 ST NW,Balwin,399900.0,53.5871722,-113.4654606,328558.7,382303.87,436049.04,107490.33999999997,17596.130000000005,-17596.130000000005,99.0,high,
4021 117 AV NW,Beverly Heights,319900.0,53.5693246,-113.4045153,290618.44,363787.21,436955.98,146337.53999999998,-43887.21000000002,43887.21000000002,99.0,high,
#412 2908 116A AV NW,Rundle Heights,127500.0,53.5688371,-113.3906185,198869.76,261670.74,324471.72,125601.95999999996,-134170.74,134170.74,99.0,high,
11912 77 ST NW,Eastwood,265000.0,53.5723022,-113.4596738,277242.19,364792.35,452342.51,175100.32,-99792.34999999998,99792.34999999998,99.0,high,
11302 56 ST NW,Highlands,549000.0,53.568984,-113.4280194,384279.12,462876.12,541473.12,157194.0,86123.88,-86123.88,99.0,high,
11836 42 ST NW,Beacon Heights,269000.0,53.571374,-113.4061975,297016.1,373433.9,449851.7,152835.60000000003,-104433.90000000002,104433.90000000002,99.0,high,
11910 78 ST NW,Eastwood,179999.0,53.5722073,-113.4611668,229529.33,302012.28,374495.23,144965.9,-122013.28000000003,122013.28000000003,99.0,high,
1442 Keswick DR SW SW,Keswick,424851.0,53.4160837,-113.6395107,689552.01,836066.02,982580.03,293028.02,-411215.02,411215.02,99.0,high,
7023 KIVIAQ CR SW,River Valley Kendal,869900.0,53.4165847,-113.6395316,398532.2,524384.47,650236.74,251704.53999999998,345515.53,-345515.53,99.0,high,
5355 KIMBALL PL SW,Windermere,909750.0,53.4179877,-113.6380023,569114.25,662764.58,756414.91,187300.66000000003,246985.42000000004,-246985.42000000004,99.0,high,
5546 KOOTOOK RD SW,River Valley Kendal,598900.0,53.4165181,-113.6322861,496027.75,602531.7,709035.65,213007.90000000002,-3631.6999999999534,3631.6999999999534,99.0,high,
15907 18 AV SW,Glenridding Heights,674980.0,53.4179923,-113.6042293,545868.66,710021.13,874173.6,328304.93999999994,-35041.130000000005,35041.130000000005,99.0,high,
#48 18120 28 AV SW SW,Decoteau,369000.0,53.4071913,-113.381157,854571.8,1124436.58,1394301.36,539729.56,-755436.5800000001,755436.5800000001,87.0,high,
#50 7110 KESWICK CM SW,Keswick,309900.0,53.4114672,-113.6214792,2065763.2,2718109.48,3370455.76,1304692.5599999998,-2408209.48,2408209.48,87.0,high,
#29 7110 KESWICK CM SW,Keswick,309900.0,53.4114672,-113.6214792,2065763.2,2718109.48,3370455.76,1304692.5599999998,-2408209.48,2408209.48,87.0,high,
3302 Chernowski WY SW,Chappelle,446145.0,53.4078016,-113.5916078,222723.13,293056.75,363390.37,140667.24,153088.25,-153088.25,99.0,high,
2203 158 ST SW,Chappelle,699200.0,53.407577,-113.5997945,544067.66,650757.82,757447.98,213380.31999999995,48442.18000000005,-48442.18000000005,99.0,high,
1210 Keswick DR SW,Keswick,455246.0,53.4178907,-113.639505,589334.25,775439.8,961545.35,372211.1,-320193.80000000005,320193.80000000005,99.0,high,
6117 CRAWFORD DR SW,Chappelle,899000.0,53.3995553,-113.596258,575046.46,756640.08,938233.7,363187.24,142359.92000000004,-142359.92000000004,99.0,high,
3056 KESWICK WY SW,Windermere Neighbourhood 5,439900.0,53.4035123,-113.6395502,3362457.63,4618760.48,5875063.33,2512605.7,-4178860.4800000004,4178860.4800000004,79.0,medium,
#34 1729 KEENE CR SW,Keswick,414900.0,53.4181631,-113.6175958,319660.67,401081.87,482503.07,162842.40000000002,13818.130000000005,-13818.130000000005,99.0,high,
3108 KESWICK WY SW,Keswick,465000.0,53.4232721,-113.6408045,561780.31,715459.68,869139.05,307358.74,-250459.68000000005,250459.68000000005,99.0,high,
1322 KESWICK DR SW,Keswick,442400.0,53.4208773,-113.621509,513169.53,628519.17,743868.81,230699.28000000003,-186119.17000000004,186119.17000000004,99.0,high,
#2400 10180 103 ST NW,Downtown,688888.0,53.5427168,-113.4979452,360745.67,472186.54,583627.41,222881.74000000005,216701.46000000002,-216701.46000000002,99.0,high,
11608 91 ST NW,Alberta Avenue,200000.0,53.5675367,-113.4813395,237336.72,305857.96,374379.2,137042.48,-105857.96000000002,105857.96000000002,99.0,high,
#807 10134 100 ST NW,Downtown,299900.0,53.5420483,-113.4909367,126672.62,153788.38,180904.14,54231.52000000002,146111.62,-146111.62,99.0,high,
#2006 10303 105 ST NW,Downtown,195000.0,53.5447824,-113.5009173,161200.76,189720.59,218240.42,57039.66,5279.4100000000035,-5279.4100000000035,87.0,high,
#305 10740 105 ST NW,Central McDougall,75000.0,53.5523963,-113.5012048,6326.64,8324.53,10322.42,3995.7799999999997,66675.47,-66675.47,99.0,high,
#1402 10136 104 ST NW,Downtown,278990.0,53.5417299,-113.4994001,188877.05,248522.43,308167.81,119290.76000000001,30467.570000000007,-30467.570000000007,99.0,high,
8603 149 ST NW,Dominion Industrial,639000.0,53.5748607,-113.5780143,573810.79,788201.63,1002592.47,428781.67999999993,-149201.63,149201.63,79.0,medium,
15702 86 AV NW,Lynnwood,699900.0,53.5180733,-113.5919423,440624.69,527436.11,614247.53,173622.84000000003,172463.89,-172463.89,99.0,high,
#120 8931 156 ST NW,Jasper Park,229888.0,53.5222726,-113.5902257,151160.04,187357.09,223554.14,72394.1,42530.91,-42530.91,99.0,high,
6619 123 ST NW NW,Northwest Industrial,2750000.0,53.5816166,-113.5341979,889449.52,1221771.32,1554093.12,664643.6000000001,1528228.68,-1528228.68,96.5,high,
20C CALLINGWOOD CO NW,River Valley Lessard North,264900.0,53.510209,-113.6268513,208036.93,244334.26,280631.59,72594.66000000003,20565.73999999999,-20565.73999999999,99.0,high,
8217 182 ST NW NW,Place LaRue,230000.0,53.5382695,-113.6353866,14543800.48,19977747.91,25411695.34,10867894.86,-19747747.91,19747747.91,79.0,medium,
17082 67 AV NW NW,West Jasper Place,320000.0,53.5029942,-113.6183423,208488.48,246929.11,285369.74,76881.25999999998,73070.89000000001,-73070.89000000001,87.0,high,
#318 17109 67 AV NW NW,West Jasper Place,249300.0,53.5028107,-113.6188256,208709.5,247190.89,285672.28,76962.78000000003,2109.109999999986,-2109.109999999986,87.0,high,
#207 9739 92 ST NW,Cloverdale,339500.0,53.5371786,-113.4680866,276467.71,363773.3,451078.89,174611.18,-24273.29999999999,24273.29999999999,99.0,high,
#3412 10360 102 ST NW,Downtown,299900.0,53.545754,-113.4961412,4427470.95,5233675.9,6039880.85,1612409.8999999994,-4933775.9,4933775.9,87.0,high,
311 10134 100 ST NW,River Valley Riverside,145900.0,53.5419736,-113.4908939,126674.07,153790.14,180906.21,54232.139999999985,-7890.140000000014,7890.140000000014,99.0,high,
8803 STRATHEARN DR NW,Cloverdale,950000.0,53.5359463,-113.4633241,743081.72,977739.11,1212396.5,469314.78,-27739.109999999986,27739.109999999986,99.0,high,
#201 9804 101 ST NW,Rossdale,295000.0,53.5361353,-113.4941011,200198.82,257456.17,314713.52,114514.70000000001,37543.82999999999,-37543.82999999999,99.0,high,
9228 100 AV NW,Riverdale,1449000.0,53.5421865,-113.4728593,626468.42,821509.23,1016550.04,390081.62,627490.77,-627490.77,99.0,high,
#804 9028 JASPER AV NW,Boyle Street,89900.0,53.5507709,-113.4746159,64085.13,84322.54,104559.95,40474.82,5577.460000000006,-5577.460000000006,99.0,high,
#457 1196 HYNDMAN RD NW,Canon Ridge,185000.0,53.5765554,-113.3749465,119468.77,146308.65,173148.53,53679.759999999995,38691.350000000006,-38691.350000000006,87.0,high,
12109 35 ST NW,Beacon Heights,389900.0,53.5755741,-113.3945505,277369.9,331147.02,384924.14,107554.23999999999,58752.97999999998,-58752.97999999998,99.0,high,
12219 48 ST NW,Beverly Heights,349000.0,53.5773123,-113.4151309,312098.27,386884.35,461670.43,149572.15999999997,-37884.34999999998,37884.34999999998,99.0,high,
774 ABBOTTSFIELD RD NW NW,Abbottsfield,175900.0,53.5715813,-113.3878001,37362982.09,49161818.54,60960654.99,23597672.9,-48985918.54,48985918.54,87.0,high,
926 THOMPSON PL NW,Terwillegar Towne,934800.0,53.4474224,-113.5672888,538422.04,689080.56,839739.08,301317.0399999999,245719.43999999994,-245719.43999999994,99.0,high,
8 BUTTERWORTH PT NW,Bulyea Heights,649900.0,53.4800648,-113.5604528,655459.04,862446.11,1069433.18,413974.1399999999,-212546.11,212546.11,99.0,high,
#19 1203 CARTER CREST RD NW,Carter Crest,558800.0,53.4629787,-113.5818425,511862.3,673503.03,835143.76,323281.46,-114703.03000000003,114703.03000000003,99.0,high,
#99 7503 GETTY GATE GA NW,Granville,334950.0,53.4977131,-113.6796482,485538.59,638866.57,792194.55,306655.96,-303916.56999999995,303916.56999999995,87.0,high,
2012 200 ST NW,Trumpeter,549900.0,53.5882849,-113.6649203,579494.41,717127.1,854759.79,275265.38,-167227.09999999998,167227.09999999998,99.0,high,
#428 4404 122 ST NW,River Valley Whitemud,124500.0,53.5038973,-113.5389675,71811.23,98641.8,125472.37,53661.14,25858.199999999997,-25858.199999999997,96.5,high,
#25 420 Hunters GR NW,River Valley Terwillegar,364900.0,53.4566995,-113.5916265,338642.66,398950.07,459257.48,120614.82,-34050.07000000001,34050.07000000001,99.0,high,
20707 56 AV NW,Brookside,499900.0,53.4938228,-113.5682296,403118.06,530418.5,657718.94,254600.87999999995,-30518.5,30518.5,99.0,high,
3780 ERLANGER DR NW,Edgemont,599000.0,53.4667649,-113.6842255,370559.51,487578.3,604597.09,234037.57999999996,111421.70000000001,-111421.70000000001,99.0,high,
#303 10165 113 ST NW,Twin Brooks,164900.0,53.4423691,-113.524812,331401.47,411695.94,491990.41,160588.94,-246795.94,246795.94,87.0,high,
#1401 12121 Jasper AV NW NW,Government Centre,145900.0,53.5409304,-113.5315512,925939.44,1271894.83,1617850.22,691910.78,-1125994.83,1125994.83,79.0,medium,
#402 10045 117 ST NW,Twin Brooks,142500.0,53.4456375,-113.5365149,478611.63,573118.77,667625.91,189014.28000000003,-430618.77,430618.77,99.0,high,
#201 11025 83 AV NW,Garneau,349000.0,53.5189561,-113.5162012,316024.45,373016.48,430008.51,113984.06,-24016.47999999998,24016.47999999998,99.0,high,
9616 90 ST NW,Glengarry,700000.0,53.5906428,-113.4796659,300907.22,395930.55,490953.88,190046.66000000003,304069.45,-304069.45,99.0,high,
#1900 10035 SASKATCHEWAN DR NW,Strathcona,3200000.0,53.5247191,-113.4905615,801318.71,1054366.73,1307414.75,506096.04000000004,2145633.27,-2145633.27,99.0,high,
#501 10649 SASKATCHEWAN DR NW,Strathcona,325000.0,53.5229869,-113.5054835,303509.01,363251.39,422993.77,119484.76000000001,-38251.390000000014,38251.390000000014,99.0,high,
#401 10545 SASKATCHEWAN DR NW,Strathcona,339580.0,53.5228511,-113.5030034,207131.65,262376.48,317621.31,110489.66,77203.52000000002,-77203.52000000002,99.0,high,
#115 10545 Saskatchewan DR NW,Strathcona,275000.0,53.5228511,-113.5030034,207131.65,262376.48,317621.31,110489.66,12623.520000000019,-12623.520000000019,99.0,high,
10958 80 AV NW,Garneau,1699888.0,53.5162142,-113.5145761,780127.89,1026484.07,1272840.25,492712.36,673403.93,-673403.93,99.0,high,
10824 63 AV NW,Allendale,590000.0,53.5003329,-113.5104269,450993.87,593412.99,735832.11,284838.24,-3412.9899999999907,3412.9899999999907,99.0,high,
1007 173 ST SW,Windermere Neighbourhood,759900.0,53.4253136,-113.6181201,287465.48,378244.05,469022.62,181557.14,381655.95,-381655.95,99.0,high,
#6125 7331 SOUTH TERWILLEGAR DR NW,South Terwillegar,207900.0,53.4409274,-113.5764775,443147.3,527896.01,612644.72,169497.41999999998,-319996.01,319996.01,99.0,high,
#1111 7339 SOUTH TERWILLEGAR DR NW,South Terwillegar,153000.0,53.4409274,-113.5764775,443147.3,527896.01,612644.72,169497.41999999998,-374896.01,374896.01,99.0,high,
1512 157 ST SW,Glenridding Ravine,399900.0,53.414261,-113.5952754,541490.16,665033.48,788576.8,247086.64,-265133.48,265133.48,99.0,high,
#311 3719 WHITELAW LN NW,Windermere Neighbourhood,209900.0,53.4408202,-113.6126265,162671.64,206051.27,249430.9,86759.25999999998,3848.7300000000105,-3848.7300000000105,87.0,high,
1014 162 ST SW SW,Terra Losa,425000.0,53.5327149,-113.6201073,7201607.19,9475798.93,11749990.67,4548383.4799999995,-9050798.93,9050798.93,99.0,high,
5135 RIVER'S EDGE WY NW,River's Edge,389578.0,53.4525577,-113.6572961,81025.11,111298.23,141571.35,60546.240000000005,278279.77,-278279.77,96.5,high,
5133 RIVER'S EDGE WY NW,River's Edge,389578.0,53.4525987,-113.6572494,81031.69,111307.26,141582.83,60551.139999999985,278270.74,-278270.74,96.5,high,
2233 194A ST NW,River's Edge,645221.0,53.4537848,-113.6593414,373444.29,512972.93,652501.57,279057.27999999997,132248.07,-132248.07,96.5,high,
3 18636 18 AV NW,River's Edge,299998.0,53.5047872,-113.6451027,324417.16,411601.32,498785.48,174368.32,-111603.32,111603.32,99.0,high,
1835 186 ST NW,Place LaRue,686267.0,53.5404488,-113.6465364,11331457.72,15565189.18,19798920.64,8467462.92,-14878922.18,14878922.18,79.0,medium,
19446 22A AV NW,Skyrattler,589572.0,53.4532677,-113.5187572,386315.55,465526.1,544736.65,158421.10000000003,124045.90000000002,-124045.90000000002,99.0,high,
19455 22 AV NW,Laurel,427977.0,53.4528333,-113.3847133,378419.56,438276.63,498133.7,119714.14000000001,-10299.630000000005,10299.630000000005,99.0,high,
19115 20 AV NW,Laurel,608600.0,53.4504532,-113.3905951,538786.49,646307.45,753828.41,215041.92000000004,-37707.44999999995,37707.44999999995,99.0,high,
19111 20 AV NW,Daly Grove,543600.0,53.4517857,-113.4071385,348118.22,458050.29,567982.36,219864.14,85549.71000000002,-85549.71000000002,87.0,high,
2250 194A ST NW,River's Edge,598497.0,53.4536517,-113.6601475,117462.39,161349.43,205236.47,87774.08,437147.57,-437147.57,96.5,high,
19127 20 AV NW,Daly Grove,562600.0,53.4517857,-113.4071385,348118.22,458050.29,567982.36,219864.14,104549.71000000002,-104549.71000000002,87.0,high,
5147 RIVER'S EDGE WY NW,River's Edge,416847.0,53.4523118,-113.6575768,94271.17,111168.83,128066.49,33795.32000000001,305678.17,-305678.17,96.5,high,
9103 101 AV NW,Riverdale,564900.0,53.5435596,-113.4709844,431646.37,560272.59,688898.81,257252.44000000006,4627.410000000033,-4627.410000000033,99.0,high,
10282 87 ST NW,Riverdale,575000.0,53.5490915,-113.4701206,407680.23,536421.36,665162.49,257482.26,38578.640000000014,-38578.640000000014,99.0,high,
10283 89 ST NW,Riverdale,700000.0,53.5488314,-113.471273,493973.44,649965.05,805956.66,311983.22000000003,50034.94999999995,-50034.94999999995,99.0,high,
#113 9507 101 AV NW,Spruce Avenue,259900.0,53.5629236,-113.493618,219558.93,288893.33,358227.73,138668.8,-28993.330000000016,28993.330000000016,99.0,high,
10216 89 ST NW,Riverdale,709800.0,53.5467319,-113.4708376,523568.63,671075.1,818581.57,295012.93999999994,38724.90000000002,-38724.90000000002,99.0,high,
10148 87 ST NW,Riverdale,799900.0,53.5455083,-113.4660774,472287.32,621430.69,770574.06,298286.74000000005,178469.31000000006,-178469.31000000006,99.0,high,
10173 93 ST NW NW,Northmount,429000.0,53.6016924,-113.4846952,315948.42,415721.61,515494.8,199546.38,13278.390000000014,-13278.390000000014,99.0,high,
#336 9008 99 AV NW,Riverdale,319800.0,53.5414884,-113.4689911,265441.29,349264.86,433088.43,167647.14,-29464.859999999986,29464.859999999986,87.0,high,
10207 88 ST NW,Riverdale,600000.0,53.5471074,-113.4683377,460508.03,605931.62,751355.21,290847.17999999993,-5931.619999999995,5931.619999999995,99.0,high,
8807 99 AV NW,Forest Heights,2750000.0,53.5386562,-113.4540858,478569.99,588064.77,697559.55,218989.56000000006,2161935.23,-2161935.23,99.0,high,
21428 25 AV SW,Summerside,999000.0,53.4103413,-113.4783993,595378.39,783392.62,971406.85,376028.45999999996,215607.38,-215607.38,99.0,high,
20920 9 AV NW,Twin Brooks,949000.0,53.4378259,-113.5368425,387614.82,478305.56,568996.3,181381.48000000004,470694.44,-470694.44,99.0,high,
503 199 ST NW,River's Edge,2575000.0,53.4468437,-113.6643498,11468063.88,15089557.74,18711051.6,7242987.720000001,-12514557.74,12514557.74,91.0,high,
8504 216 ST NW,Secord,699000.0,53.5309083,-113.6900998,487617.83,571930.17,656242.51,168624.68,127069.82999999996,-127069.82999999996,99.0,high,
